Textbox2,Textbox7
AH5,2011,18,0,AH1,0,AH1N12009,11,AH3,18,ANOTSUBTYPED,10,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,23
AH5,2011,19,0,AH1,0,AH1N12009,2,AH3,11,ANOTSUBTYPED,11,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,14
AH5,2011,20,0,AH1,0,AH1N12009,0,AH3,5,ANOTSUBTYPED,4,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,10
AH5,2011,21,0,AH1,0,AH1N12009,2,AH3,4,ANOTSUBTYPED,6,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,4
AH5,2011,22,0,AH1,0,AH1N12009,1,AH3,0,ANOTSUBTYPED,6,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,5
AH5,2011,23,0,AH1,0,AH1N12009,0,AH3,0,ANOTSUBTYPED,1,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,4
AH5,2011,24,0,AH1,0,AH1N12009,2,AH3,1,ANOTSUBTYPED,6,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,0
AH5,2011,25,0,AH1,0,AH1N12009,0,AH3,0,ANOTSUBTYPED,0,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,2
AH5,2011,26,0,AH1,0,AH1N12009,2,AH3,0,ANOTSUBTYPED,1,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1
AH5,2011,27,0,AH1,0,AH1N12009,2,AH3,1,ANOTSUBTYPED,1,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1
AH5,2011,28,0,AH1,0,AH1N12009,0,AH3,3,ANOTSUBTYPED,0,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,3
AH5,2011,29,0,AH1,0,AH1N12009,0,AH3,3,ANOTSUBTYPED,0,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,5
AH5,2011,30,0,AH1,0,AH1N12009,0,AH3,0,ANOTSUBTYPED,2,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1
AH5,2011,31,0,AH1,0,AH1N12009,3,AH3,2,ANOTSUBTYPED,3,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,2
AH5,2011,32,0,AH1,0,AH1N12009,0,AH3,3,ANOTSUBTYPED,6,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,2
AH5,2011,33,0,AH1,0,AH1N12009,2,AH3,5,ANOTSUBTYPED,5,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,3
AH5,2011,34,0,AH1,0,AH1N12009,0,AH3,5,ANOTSUBTYPED,6,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,5
AH5,2011,35,0,AH1,0,AH1N12009,2,AH3,2,ANOTSUBTYPED,9,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1
AH5,2011,36,0,AH1,0,AH1N12009,1,AH3,3,ANOTSUBTYPED,7,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,2
AH5,2011,37,0,AH1,0,AH1N12009,0,AH3,6,ANOTSUBTYPED,11,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,2
AH5,2011,38,0,AH1,0,AH1N12009,0,AH3,4,ANOTSUBTYPED,9,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,7
AH5,2011,39,0,AH1,0,AH1N12009,1,AH3,10,ANOTSUBTYPED,10,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,5
AH5,2011,40,0,AH1,0,AH1N12009,3,AH3,14,ANOTSUBTYPED,7,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,9
AH5,2011,41,0,AH1,0,AH1N12009,0,AH3,9,ANOTSUBTYPED,2,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,8
AH5,2011,42,0,AH1,0,AH1N12009,2,AH3,10,ANOTSUBTYPED,8,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,8
AH5,2011,43,0,AH1,0,AH1N12009,0,AH3,12,ANOTSUBTYPED,19,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,12
AH5,2011,44,0,AH1,0,AH1N12009,1,AH3,17,ANOTSUBTYPED,11,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,9
AH5,2011,45,0,AH1,0,AH1N12009,2,AH3,15,ANOTSUBTYPED,17,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,15
AH5,2011,46,0,AH1,0,AH1N12009,0,AH3,15,ANOTSUBTYPED,17,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,11
AH5,2011,47,0,AH1,0,AH1N12009,3,AH3,23,ANOTSUBTYPED,29,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,20
AH5,2011,48,0,AH1,0,AH1N12009,2,AH3,32,ANOTSUBTYPED,22,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,17
AH5,2011,49,0,AH1,0,AH1N12009,5,AH3,38,ANOTSUBTYPED,43,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,20
AH5,2011,50,0,AH1,0,AH1N12009,4,AH3,78,ANOTSUBTYPED,28,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,19
AH5,2011,51,0,AH1,0,AH1N12009,7,AH3,104,ANOTSUBTYPED,57,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,24
AH5,2011,52,0,AH1,0,AH1N12009,4,AH3,107,ANOTSUBTYPED,47,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,17
AH5,2012,1,0,AH1,0,AH1N12009,16,AH3,101,ANOTSUBTYPED,38,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,22
AH5,2012,2,0,AH1,0,AH1N12009,31,AH3,138,ANOTSUBTYPED,45,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,15
AH5,2012,3,0,AH1,0,AH1N12009,50,AH3,195,ANOTSUBTYPED,50,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,17
AH5,2012,4,0,AH1,0,AH1N12009,84,AH3,256,ANOTSUBTYPED,96,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,30
AH5,2012,5,0,AH1,0,AH1N12009,124,AH3,365,ANOTSUBTYPED,128,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,41
AH5,2012,6,0,AH1,0,AH1N12009,164,AH3,419,ANOTSUBTYPED,159,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,55
AH5,2012,7,0,AH1,0,AH1N12009,220,AH3,506,ANOTSUBTYPED,255,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,69
AH5,2012,8,0,AH1,0,AH1N12009,295,AH3,690,ANOTSUBTYPED,326,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,75
AH5,2012,9,0,AH1,0,AH1N12009,443,AH3,986,ANOTSUBTYPED,392,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,107
AH5,2012,10,0,AH1,0,AH1N12009,494,AH3,1221,ANOTSUBTYPED,451,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,116
AH5,2012,11,0,AH1,0,AH1N12009,574,AH3,1393,ANOTSUBTYPED,482,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,197
AH5,2012,12,0,AH1,0,AH1N12009,436,AH3,1091,ANOTSUBTYPED,403,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,241
AH5,2012,13,0,AH1,0,AH1N12009,306,AH3,717,ANOTSUBTYPED,299,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,239
AH5,2012,14,0,AH1,0,AH1N12009,266,AH3,628,ANOTSUBTYPED,282,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,270
AH5,2012,15,0,AH1,0,AH1N12009,187,AH3,591,ANOTSUBTYPED,186,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,290
AH5,2012,16,0,AH1,0,AH1N12009,123,AH3,548,ANOTSUBTYPED,173,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,313
AH5,2012,17,0,AH1,0,AH1N12009,82,AH3,366,ANOTSUBTYPED,134,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,269
AH5,2012,18,0,AH1,0,AH1N12009,64,AH3,310,ANOTSUBTYPED,99,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,247
AH5,2012,19,0,AH1,0,AH1N12009,39,AH3,233,ANOTSUBTYPED,76,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,266
AH5,2012,20,0,AH1,0,AH1N12009,34,AH3,167,ANOTSUBTYPED,57,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,252
AH5,2012,21,0,AH1,0,AH1N12009,18,AH3,88,ANOTSUBTYPED,63,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,253
AH5,2012,22,0,AH1,0,AH1N12009,16,AH3,85,ANOTSUBTYPED,46,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,224
AH5,2012,23,0,AH1,0,AH1N12009,16,AH3,48,ANOTSUBTYPED,40,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,200
AH5,2012,24,0,AH1,0,AH1N12009,9,AH3,63,ANOTSUBTYPED,52,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,179
AH5,2012,25,0,AH1,0,AH1N12009,3,AH3,38,ANOTSUBTYPED,26,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,105
AH5,2012,26,0,AH1,0,AH1N12009,3,AH3,26,ANOTSUBTYPED,22,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,117
AH5,2012,27,0,AH1,0,AH1N12009,5,AH3,16,ANOTSUBTYPED,13,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,57
AH5,2012,28,0,AH1,0,AH1N12009,4,AH3,36,ANOTSUBTYPED,15,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,43
AH5,2012,29,0,AH1,0,AH1N12009,0,AH3,18,ANOTSUBTYPED,11,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,47
AH5,2012,30,0,AH1,0,AH1N12009,2,AH3,49,ANOTSUBTYPED,10,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,31
AH5,2012,31,0,AH1,0,AH1N12009,1,AH3,65,ANOTSUBTYPED,4,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,35
AH5,2012,32,0,AH1,0,AH1N12009,3,AH3,63,ANOTSUBTYPED,8,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,26
AH5,2012,33,0,AH1,0,AH1N12009,6,AH3,69,ANOTSUBTYPED,9,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,28
AH5,2012,34,0,AH1,0,AH1N12009,7,AH3,48,ANOTSUBTYPED,14,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,25
AH5,2012,35,0,AH1,0,AH1N12009,1,AH3,36,ANOTSUBTYPED,12,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,26
AH5,2012,36,0,AH1,0,AH1N12009,1,AH3,34,ANOTSUBTYPED,11,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,36
AH5,2012,37,0,AH1,0,AH1N12009,0,AH3,19,ANOTSUBTYPED,9,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,48
AH5,2012,38,0,AH1,0,AH1N12009,4,AH3,34,ANOTSUBTYPED,18,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,40
AH5,2012,39,0,AH1,0,AH1N12009,3,AH3,17,ANOTSUBTYPED,20,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,49
AH5,2012,40,0,AH1,0,AH1N12009,3,AH3,71,ANOTSUBTYPED,10,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,79
AH5,2012,41,0,AH1,0,AH1N12009,7,AH3,67,ANOTSUBTYPED,25,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,98
AH5,2012,42,0,AH1,0,AH1N12009,4,AH3,128,ANOTSUBTYPED,47,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,121
AH5,2012,43,0,AH1,0,AH1N12009,3,AH3,148,ANOTSUBTYPED,49,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,139
AH5,2012,44,0,AH1,0,AH1N12009,4,AH3,181,ANOTSUBTYPED,73,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,151
AH5,2012,45,0,AH1,0,AH1N12009,5,AH3,269,ANOTSUBTYPED,114,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,231
AH5,2012,46,0,AH1,0,AH1N12009,8,AH3,366,ANOTSUBTYPED,210,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,265
AH5,2012,47,0,AH1,0,AH1N12009,8,AH3,592,ANOTSUBTYPED,406,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,362
AH5,2012,48,0,AH1,0,AH1N12009,17,AH3,992,ANOTSUBTYPED,532,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,497
AH5,2012,49,0,AH1,0,AH1N12009,36,AH3,1739,ANOTSUBTYPED,979,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,678
AH5,2012,50,0,AH1,0,AH1N12009,49,AH3,2572,ANOTSUBTYPED,1141,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,822
AH5,2012,51,0,AH1,0,AH1N12009,54,AH3,3528,ANOTSUBTYPED,1251,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1096
AH5,2012,52,0,AH1,0,AH1N12009,78,AH3,3673,ANOTSUBTYPED,1532,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1162
AH5,2013,1,0,AH1,0,AH1N12009,84,AH3,3640,ANOTSUBTYPED,1653,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1097
AH5,2013,2,0,AH1,0,AH1N12009,96,AH3,3889,ANOTSUBTYPED,1767,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1145
AH5,2013,3,0,AH1,0,AH1N12009,113,AH3,3121,ANOTSUBTYPED,1624,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1078
AH5,2013,4,0,AH1,0,AH1N12009,129,AH3,2382,ANOTSUBTYPED,1528,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1091
AH5,2013,5,0,AH1,0,AH1N12009,122,AH3,1890,ANOTSUBTYPED,951,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1076
AH5,2013,6,0,AH1,0,AH1N12009,121,AH3,1181,ANOTSUBTYPED,706,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1051
AH5,2013,7,0,AH1,0,AH1N12009,69,AH3,798,ANOTSUBTYPED,486,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1032
AH5,2013,8,0,AH1,0,AH1N12009,74,AH3,548,ANOTSUBTYPED,363,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1084
AH5,2013,9,0,AH1,0,AH1N12009,49,AH3,392,ANOTSUBTYPED,289,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1046
AH5,2013,10,0,AH1,0,AH1N12009,61,AH3,301,ANOTSUBTYPED,200,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1083
AH5,2013,11,0,AH1,0,AH1N12009,41,AH3,202,ANOTSUBTYPED,191,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,1018
AH5,2013,12,0,AH1,0,AH1N12009,29,AH3,159,ANOTSUBTYPED,137,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,894
AH5,2013,13,0,AH1,0,AH1N12009,31,AH3,98,ANOTSUBTYPED,92,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,732
AH5,2013,14,0,AH1,0,AH1N12009,31,AH3,120,ANOTSUBTYPED,101,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,641
AH5,2013,15,0,AH1,0,AH1N12009,44,AH3,67,ANOTSUBTYPED,63,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,457
AH5,2013,16,0,AH1,0,AH1N12009,27,AH3,73,ANOTSUBTYPED,43,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,311
AH5,2013,17,0,AH1,0,AH1N12009,33,AH3,61,ANOTSUBTYPED,46,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,239
AH5,2013,18,0,AH1,0,AH1N12009,15,AH3,54,ANOTSUBTYPED,29,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,195
AH5,2013,19,0,AH1,0,AH1N12009,12,AH3,36,ANOTSUBTYPED,27,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,174
AH5,2013,20,0,AH1,0,AH1N12009,11,AH3,24,ANOTSUBTYPED,19,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,120
AH5,2013,21,0,AH1,0,AH1N12009,13,AH3,18,ANOTSUBTYPED,21,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,109
AH5,2013,22,0,AH1,0,AH1N12009,14,AH3,14,ANOTSUBTYPED,28,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,92
AH5,2013,23,0,AH1,0,AH1N12009,10,AH3,12,ANOTSUBTYPED,29,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,78
AH5,2013,24,0,AH1,0,AH1N12009,20,AH3,12,ANOTSUBTYPED,32,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,62
AH5,2013,25,0,AH1,0,AH1N12009,5,AH3,10,ANOTSUBTYPED,31,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,47
AH5,2013,26,0,AH1,0,AH1N12009,6,AH3,5,ANOTSUBTYPED,21,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,27
AH5,2013,27,0,AH1,0,AH1N12009,6,AH3,12,ANOTSUBTYPED,22,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,23
AH5,2013,28,0,AH1,0,AH1N12009,6,AH3,27,ANOTSUBTYPED,33,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,13
AH5,2013,29,0,AH1,0,AH1N12009,5,AH3,12,ANOTSUBTYPED,24,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,14
AH5,2013,30,0,AH1,0,AH1N12009,11,AH3,10,ANOTSUBTYPED,29,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,9
AH5,2013,31,0,AH1,0,AH1N12009,8,AH3,14,ANOTSUBTYPED,31,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,20
AH5,2013,32,0,AH1,0,AH1N12009,14,AH3,11,ANOTSUBTYPED,26,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,12
AH5,2013,33,0,AH1,0,AH1N12009,13,AH3,3,ANOTSUBTYPED,32,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,10
AH5,2013,34,0,AH1,0,AH1N12009,9,AH3,4,ANOTSUBTYPED,41,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,3
AH5,2013,35,0,AH1,0,AH1N12009,39,AH3,3,ANOTSUBTYPED,67,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,10
AH5,2013,36,0,AH1,0,AH1N12009,23,AH3,5,ANOTSUBTYPED,73,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,12
AH5,2013,37,0,AH1,0,AH1N12009,48,AH3,7,ANOTSUBTYPED,60,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,7
AH5,2013,38,0,AH1,0,AH1N12009,32,AH3,7,ANOTSUBTYPED,56,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,22
AH5,2013,39,0,AH1,0,AH1N12009,49,AH3,10,ANOTSUBTYPED,56,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,22
AH5,2013,40,0,AH1,0,AH1N12009,64,AH3,10,ANOTSUBTYPED,84,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,26
AH5,2013,41,0,AH1,0,AH1N12009,57,AH3,21,ANOTSUBTYPED,115,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,28
AH5,2013,42,0,AH1,0,AH1N12009,34,AH3,12,ANOTSUBTYPED,104,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,25
AH5,2013,43,0,AH1,0,AH1N12009,65,AH3,16,ANOTSUBTYPED,102,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,14
AH5,2013,44,0,AH1,0,AH1N12009,74,AH3,24,ANOTSUBTYPED,135,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,41
AH5,2013,45,0,AH1,0,AH1N12009,150,AH3,28,ANOTSUBTYPED,173,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,43
AH5,2013,46,0,AH1,0,AH1N12009,265,AH3,25,ANOTSUBTYPED,191,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,39
AH5,2013,47,0,AH1,0,AH1N12009,417,AH3,20,ANOTSUBTYPED,211,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,55
AH5,2013,48,0,AH1,0,AH1N12009,465,AH3,28,ANOTSUBTYPED,330,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,40
AH5,2013,49,0,AH1,0,AH1N12009,899,AH3,30,ANOTSUBTYPED,726,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,67
AH5,2013,50,0,AH1,0,AH1N12009,1062,AH3,46,ANOTSUBTYPED,813,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,47
AH5,2013,51,0,AH1,0,AH1N12009,1996,AH3,50,ANOTSUBTYPED,1577,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,62
AH5,2013,52,0,AH1,0,AH1N12009,2663,AH3,39,ANOTSUBTYPED,1689,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,87
AH5,2014,1,0,AH1,0,AH1N12009,3317,AH3,79,ANOTSUBTYPED,1502,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,84
AH5,2014,2,0,AH1,0,AH1N12009,3204,AH3,104,ANOTSUBTYPED,1246,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,82
AH5,2014,3,0,AH1,0,AH1N12009,2907,AH3,107,ANOTSUBTYPED,1119,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,110
AH5,2014,4,0,AH1,0,AH1N12009,2341,AH3,118,ANOTSUBTYPED,1002,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,152
AH5,2014,5,0,AH1,0,AH1N12009,1735,AH3,77,ANOTSUBTYPED,743,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,153
AH5,2014,6,0,AH1,0,AH1N12009,1451,AH3,115,ANOTSUBTYPED,525,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,198
AH5,2014,7,0,AH1,0,AH1N12009,1056,AH3,91,ANOTSUBTYPED,466,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,199
AH5,2014,8,0,AH1,0,AH1N12009,741,AH3,85,ANOTSUBTYPED,327,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,220
AH5,2014,9,0,AH1,0,AH1N12009,454,AH3,85,ANOTSUBTYPED,250,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,237
AH5,2014,10,0,AH1,0,AH1N12009,390,AH3,99,ANOTSUBTYPED,204,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,281
AH5,2014,11,0,AH1,0,AH1N12009,330,AH3,132,ANOTSUBTYPED,155,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,313
AH5,2014,12,0,AH1,0,AH1N12009,187,AH3,149,ANOTSUBTYPED,181,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,402
AH5,2014,13,0,AH1,0,AH1N12009,134,AH3,161,ANOTSUBTYPED,176,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,462
AH5,2014,14,0,AH1,0,AH1N12009,98,AH3,221,ANOTSUBTYPED,128,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,492
AH5,2014,15,0,AH1,0,AH1N12009,46,AH3,221,ANOTSUBTYPED,154,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,533
AH5,2014,16,0,AH1,0,AH1N12009,28,AH3,195,ANOTSUBTYPED,128,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,445
AH5,2014,17,0,AH1,0,AH1N12009,15,AH3,174,ANOTSUBTYPED,123,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,405
AH5,2014,18,0,AH1,0,AH1N12009,13,AH3,141,ANOTSUBTYPED,128,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,415
AH5,2014,19,0,AH1,0,AH1N12009,7,AH3,128,ANOTSUBTYPED,99,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,327
AH5,2014,20,0,AH1,0,AH1N12009,6,AH3,100,ANOTSUBTYPED,96,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,294
AH5,2014,21,0,AH1,0,AH1N12009,1,AH3,101,ANOTSUBTYPED,61,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,222
AH5,2014,22,0,AH1,0,AH1N12009,3,AH3,103,ANOTSUBTYPED,82,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,208
AH5,2014,23,0,AH1,0,AH1N12009,2,AH3,86,ANOTSUBTYPED,51,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,131
